time,Actual Load,Fossil Gas,Hydro Water Reservoir,Marine,Nuclear,Other,Solar,Wind Onshore,renewable
2020-01-09 09:00:00+01:00,20512.0,0.0,8897.0,0.0,7788.0,1321.0,0.0,5154.0,14051.0
2020-01-09 10:00:00+01:00,20489.0,0.0,8992.0,0.0,7789.0,1291.0,0.0,4817.0,13809.0
2020-01-09 11:00:00+01:00,20140.0,0.0,9011.0,0.0,7789.0,1261.0,0.0,4334.0,13345.0
2020-01-09 12:00:00+01:00,20017.0,0.0,9149.0,0.0,7789.0,1239.0,0.0,3999.0,13148.0
2020-01-09 13:00:00+01:00,20330.0,0.0,9346.0,0.0,7788.0,1241.0,0.0,3770.0,13116.0
2020-01-09 14:00:00+01:00,20471.0,0.0,9512.0,0.0,7786.0,1222.0,0.0,3501.0,13013.0
2020-01-09 15:00:00+01:00,20762.0,0.0,9736.0,0.0,7786.0,1216.0,0.0,3400.0,13136.0
2020-01-09 16:00:00+01:00,20591.0,0.0,9733.0,0.0,7785.0,1203.0,0.0,3319.0,13052.0
2020-01-09 17:00:00+01:00,20670.0,0.0,9951.0,0.0,7784.0,1178.0,0.0,3332.0,13283.0
2020-01-09 18:00:00+01:00,20310.0,0.0,9816.0,0.0,7785.0,1192.0,0.0,3419.0,13235.0
2020-01-09 19:00:00+01:00,19914.0,0.0,9847.0,0.0,7787.0,1182.0,0.0,3338.0,13185.0
2020-01-09 20:00:00+01:00,19211.0,0.0,9741.0,0.0,7789.0,1157.0,0.0,3289.0,13030.0
2020-01-09 21:00:00+01:00,18369.0,0.0,9395.0,0.0,7789.0,1148.0,0.0,3233.0,12628.0
2020-01-09 22:00:00+01:00,17409.0,0.0,8392.0,0.0,7787.0,1099.0,0.0,3231.0,11623.0
2020-01-09 23:00:00+01:00,16120.0,0.0,7668.0,0.0,7785.0,1076.0,0.0,3129.0,10797.0
2020-01-10 00:00:00+01:00,15746.0,0.0,7741.0,0.0,7790.0,1082.0,0.0,3174.0,10915.0
2020-01-10 01:00:00+01:00,15367.0,0.0,7274.0,0.0,7790.0,1041.0,0.0,3134.0,10408.0
2020-01-10 02:00:00+01:00,15264.0,0.0,7337.0,0.0,7789.0,1034.0,0.0,3003.0,10340.0
2020-01-10 03:00:00+01:00,15330.0,0.0,7678.0,0.0,7788.0,1041.0,0.0,3067.0,10745.0
2020-01-10 04:00:00+01:00,15585.0,0.0,8378.0,0.0,7786.0,1053.0,0.0,2951.0,11329.0
2020-01-10 05:00:00+01:00,16538.0,0.0,9666.0,0.0,7784.0,1084.0,0.0,2867.0,12533.0
2020-01-10 06:00:00+01:00,18415.0,0.0,10641.0,0.0,7783.0,1152.0,0.0,2804.0,13445.0
2020-01-10 07:00:00+01:00,19978.0,0.0,11127.0,0.0,7784.0,1184.0,0.0,2865.0,13992.0
2020-01-10 08:00:00+01:00,20421.0,0.0,10907.0,0.0,7784.0,1225.0,0.0,2927.0,13834.0
2020-01-10 09:00:00+01:00,20326.0,0.0,11062.0,0.0,7785.0,1245.0,0.0,2997.0,14059.0
2020-01-10 10:00:00+01:00,20777.0,0.0,11120.0,0.0,7785.0,1257.0,0.0,3048.0,14168.0
2020-01-10 11:00:00+01:00,20703.0,0.0,11097.0,0.0,7785.0,1256.0,0.0,2992.0,14089.0
2020-01-10 12:00:00+01:00,20535.0,0.0,11067.0,0.0,7785.0,1230.0,0.0,2986.0,14053.0
2020-01-10 13:00:00+01:00,19916.0,0.0,11046.0,0.0,7785.0,1233.0,0.0,2967.0,14013.0
2020-01-10 14:00:00+01:00,19860.0,0.0,10983.0,0.0,7783.0,1211.0,0.0,2959.0,13942.0
2020-01-10 15:00:00+01:00,20328.0,0.0,10990.0,0.0,7783.0,1232.0,0.0,3201.0,14191.0
